id,timestamp,sender,reply_to,content
12490,30.09.2024 18:46:26,User,,"Astoņdesmitajos gados Pensilvānijas stacionārā tika veikts pētījums, kura rezultāti liecināja: pacienti, kuri atradās palātās ar skatu uz mežu, atlaba ātrāk nekā tie, kuri pa logiem redzēja pilsētas ainavu.Pētnieki Horaliza un Collado secinājuši, ka jo lielāka bērnu piekļuve tuvējām dabas teritorijām, jo lielāka spēja tikt galā ar nelabvēlīgām situācijām un stresu."
12492,30.09.2024 18:53:41,User,,
12493,30.09.2024 19:23:44,User,,
12495,30.09.2024 20:19:41,User,,"Sociālo darbinieku augstskolā mācoties, mums sacīja, ka bāriņtiesu pamata uzdevums ir atņemt bērnus ģimenēm. Pēc paša rūgtas pieredzes, šai profesijai raksturīga formāla attieksme (balstoties uz speciālistu atzinumiem, šai gadījumā no slimnīcas), voluntāra rīcība, paštaisnums un nesodāmības apziņa."
12496,30.09.2024 20:25:12,User,,"Pārlasīju Rečekistu tekstu noliedzot dr. Medņa, Līcīša un juristes teikto, var redzēt , ka steigā čekojot nav pat nolieguši Eiropas vakcinācijas politikas Agenda 2030 un vakcinācijas karšu ieviešanu. Pat nav atspēkojuši , ka tas nav saistīts ar šo difterijas ažiotāžu aicinot uz difterijas potes saņemšanu"
12497,30.09.2024 20:25:13,User,,
12498,30.09.2024 20:32:12,User,,"Nesizmirsīsim, ka rečekisti apgalvoja , ka kovid vakcīnas nebūs obligātas"
12499,30.09.2024 20:41:34,User,,"🇺🇳Klusēt nedrīkst celt trauksmi! Kur liksim komatu?ANO Nākotnes pakts: vispārēja vakcinācija, zaļā pāreja, inkluzivitāte, informācijas kontrole internetā. Tikmēr rečekisti turpina aizbāzt mutes trauksmes cēlājiem: “bauri” beidziet spirināties – pieņemiet totalitārismu un izmirstiet klusiņām!Vergu dvēseles vaidēs: ko tad mēs, mēs neko nevaram! Patiešām, ja pat atlaist Saeimu nav pa spēkam, tad pats laiks rakstīt testamentus. Ak jā, var izrādīsies, ka nebūs kam sarausto labumu atstāt, jo ciltskoks jau nopotēts vai samaitāts!Saite uz dokumentu"
12500,30.09.2024 20:46:26,User,,"LTV1 šodienas jautājums tagad apspriež, ka ĢĀ var vērsties bāriņtiesā, ja vecāki atsakās vakc"
12501,30.09.2024 20:47:13,User,,"Man kā vecākam ir vissvieglāk- nekad neesmu un netaisos nevienu vakcīnu ne sev, ne atvasēm..neviena nav arī pret mūždzīvi (:P),j nav tad parējais pie kaimiņu tantēm"
12502,30.09.2024 20:52:14,User,,"Aaa, bļāvējiem, jā man iedūra mazai esot dažas, bet es mācos no kļūdām, tālāk turpinu pareizā virzienā, arī meitai nekādas substances. Un man nekādus avotus un materiālus, tas ir mans lēmums. Ja domas mainu dažreiz, tad ir tēmas, par ko nemainu!!"
12504,30.09.2024 20:56:01,User,12500.0,"Šis jau nav nekāds jaunums. Mums iepriekšējās ģā prakse bija tik ""centīga"", ka par to, ka mūsu bērni ir nevakcinēti, bāriņtiesā vērsās jau 2020.gada sākumā"
12505,30.09.2024 20:56:49,User,12504.0,"Nav jaunums, bet skan arvien biedējošāk…"
12506,30.09.2024 21:02:18,User,,"Suverēna vara par video, ko šoreiz atkārtoti ielika FB. Par 5 litri."
12507,30.09.2024 21:05:10,User,12505.0,"Nekā biedējoša. Biedējošāk pašiem ģ.ā un b.t. darboņiem, kad būs pirmie upuri. Es vienkārši lasu un apkopoju info no vairākām vietnēm. Un ticiet, ka netrūkst radikāli noskaņoto vecāku :) Pat pārsteidzoši daudz."
12508,30.09.2024 21:06:00,User,,
12509,30.09.2024 21:12:39,User,12507.0,"Pašus radikālākos komentārus varbūt raksta galma žurnālistu  datorpogramma, 365 diennaktī 🤣🤣"
12510,30.09.2024 21:21:41,User,12509.0,"Iespējams. Komentāru sadaļas tā arī aizpilda. Tā ir normāla, ierasta prakse, kur caur komentāru kopējo noskaņojumu ""pavelk"" šaubīgos.Piemēram, Tu lasi un jūtu, ka vairums ir PAR - ""kaut ko"". Pēc 5minūtēm Tu šo informāciju atreferē savam ģimenes loceklim kā savu viedokli.To sauc par piederības meklēšanu. Īpaši izteikta nosliece visiem vāji domājošiem."
12511,30.09.2024 21:56:42,User,12494.0,"Katram cilvēkam ir savas spējas ko var, ko saprot. Mēs neesam visi vienādi. Ir cilvēki, kuri spēj iedziļināties un ir tādi, kuri var neizprast situāciju.Tāpēc, mūsu uzdevums, informēt, paskaidrot."
12513,30.09.2024 22:35:04,User,12494.0,Pēc kaujas visi gudri. Es uzaugu mediķa ģimenē un “ārsti bija svēta lieta”. Domāju ka ir “galvenās vakcīnas” kuras vajag.
12514,30.09.2024 22:41:09,User,,"Inga, tā, kas Sprinģe, Tu noteikti te esi. Vai izlasot visus šos blakņu stāstus, briesmigus, traģiskus stāstus, Tev kā sievietei, mammai ne bišku sirsniņa nenodrebēja? Ko? Vai tiešām Tava organismā nav ne mazākās empātijas pret cilvēkiem, kas piedzīvojuši šos stāstus? To ir ļori daudz un tie vēl nāks iekšā. Bet daudzi tos nespēs vairs izstāstīt. Kādas ir sajūtas lasot šo cilvēku stāstus? Vai tiešām vienaldzība? Ar naudu apaugusi vienaldzība?"
12515,30.09.2024 22:59:39,User,,"Tie kuri saprot angliski. Kamer Latvijā cilvēkus ar covid vakcīnu blaknēm slēpj, UK Rietumu demokratijà vadošie masu mediji atspoguļo covid vakcīnu blakņu dramatiskàs sekas. (Protams ar zemtekstu ka vajag kārtīgu blakņu kompensācijas programmu “lai var droši vakcinēties”) Vīrietim komisija neatzina 60% darbaspēju zudumu, lai viņš varēt pieprasīt kompensāciju par blaknēm, kas rezultējās ar pašnāvību diemžēl"
12517,01.10.2024 07:15:41,User,,
12520,01.10.2024 10:03:40,User,,"Fashisma atdzimšana Latvijā turpinās. JV nepietiek ieviest obligātu vakcināciju skolu un bērnudārzu apmeklēšanai, viņi grib tehniski atņemt vecākiem bērnus 🤬‼️🤬‼️🤬‼️🤬‼️"
12521,01.10.2024 10:05:26,User,12519.0,"Bailes jau arī savu lomu spēlē... ja visu laiku baidies no tā un uzskati ka tas tev nodarīs sliktu, tā visdrīzāk arī notiks.Un otrādi, tiem kas tai ļoti tic ka pasargās, un nav lielu veselības problēmu, iekaisumu vispār, arī neko daudz neskādē. Bet iespējams būs vēlāk pēc ilgāka laik kaut kāda blaknes ko nesaistīs ar šo. To ka viņi vairākkārt slimo, arī pēc, neuzskata par saistību, jo tic visam ko iestāsta."
12522,01.10.2024 10:08:27,User,12520.0,"Nav skaidrs, kam viņi to jautāja... Un, pat ja tā, tad ko viņi grasās iesākt ar atlikušajiem 45%?"
12523,01.10.2024 10:11:31,User,12520.0,"""55% iedzīvotāju"" no kā?!● ""Procenti"" - diezgan izdevīga mērvienība. Viegli sajaukt galvu tiem, kam matemātika nepadodas, vai ne? 😉"
12524,01.10.2024 10:24:36,User,12520.0,"Es metīšu akmeni visādu taru ramatu, edgaru zveju un citu personāžu lauciņā, to kuri aicināja boikotēt Saeimas vēlēšanas un sapulcināja ap sevi krietnu atbalstītāju pulku, aicinot bērnus skolot mājas, “iziet no sistēmas” utt. Ko nu⁉️Ko nu darīsiet ar mājskološanu, kad JV grib “izsist jums šo ķeblīti no kājapkšas” - atnāks bāriņtiesa, savakcinēs jūsu bērnus un varēsiet “skolot tālāk” “izejot no sistèmas” ⁉️”Ko sēsi, to pļausi!” Latviešu tautas teiciens …..PS Ceturtdien 3. oktobrī ir bariņtiesas sēde, lai lemtu vai atdot vecākiem bērnus ….."
12525,01.10.2024 10:48:02,Edgars Mednis,12524.0,"Es domāju, ka nevajadzētu būt tik kategoriskai. Iespējams, viņi redz šo lauku plašāk. katram no mums ir tiesības uz savu viedokli."
12526,01.10.2024 10:50:40,Āgenskalna klīnika,,Ticam zinātnei:Kopā mēs varam!!!Kopā mēs darām!!!/Dr.E.Mednis/#AgenskalnaKlinika #KopaMesVaram #DziveBezBailem #IzglabDraugu #SargiBernus #KopaMesDaram
12527,01.10.2024 10:57:18,User,12526.0,"Kāpēc vēl šajā kanālā ir cilvēki,kas zem katra posta liek s.č.?"
12528,01.10.2024 11:00:57,User,12526.0,
12529,01.10.2024 11:07:14,User,12525.0,Protams ka katram ir tiesības uz savu viedokli. Es arī aicinu “uz visu paskatieties plašāk” ..🤝
12533,01.10.2024 11:46:50,User,,"Pasekojiet līdzi šim profilam.  Šis cilvēks jau sen informē par notiekošo. Viņš ir kanādietis, bet ar saistībām Latvijā. Tūlīt būs jauna vakcīna Replicon. Aizvietos veco kovid un izdarīs darbiņu ar vienu šāvienu 🎯🦠Pašlaik visur ceļas jaunas vakcīnu rūpnīcas"
12534,01.10.2024 11:52:33,User,,"Grupai ir jābūt atvērtai, lai cilvēki varētu izlasīt paši un padalīties ar savu bēdu. Katrs savu profilu var noformēt tā, lai kontaktinfo nebūtu redzams."
12535,01.10.2024 12:20:56,User,,
12536,01.10.2024 12:28:18,User,,Links uz krievu daktera telegramu. Viņš ārstē ar autismu slimos bērniņus.
12537,01.10.2024 14:01:28,User,12526.0,"Žaks Attali (franču: [ʒak atali]; dzimis 1943. gada 1. novembrī ir franču ekonomikas un sociālais teorētiķis, rakstnieks, politiskais padomnieks un vecākais ierēdnis, kurš no 1981. līdz 1991.gadam bija Francijas prezidenta Fransuā Miterāna padomnieks."
12538,01.10.2024 14:04:20,User,12526.0,Līdz kam cilvēce ir nonākusi!?
12539,01.10.2024 14:24:06,User,,
12540,01.10.2024 14:53:56,User,12538.0,"Bībele ļoti skaidri māca, ka pēdējās dienās laiki būs ļoti grūti. Es atvainojnos par reklāmu, bet man lieka tas verētu palīdzēt kādam, pat izglābt kādam dzīvi... Mūsu draudze sāk mācību kursu: ""Dzīvā Dieva atziņa"", kur runāsim kas ir Dievs, kāds Viņš ir, kā būt pareizās attiecībās ar Viņu un daudz-daudz kas cits. Sākam šo piektdienu un tad ik pēc divām nedēļām. Kam ir interese, dodiet lūdzu ziņu (vai ielieciet laiku)."
12541,01.10.2024 15:05:00,User,,"Paldies dakterim par pošu blakņu grupas izveidi, sadalot to pa vakcīnu nosaukumiem. Ziniet, asaras acīs. Ko tik cilvēki nav piedzīvojuši ar kovid potēm.un diemžēl, cik daudzi neko vairs nepateiks. Man pārsteigums ir arī daudzās bērnu pošu blaknes. Tik tagad sapratu, kas toreiz, kad meitas bija mazas, kapēc bija šādas un tādas problēmas. Bet ziniet, māmiņas ir pārgurušas, negulētas naktis un bieži vien pat nepadomā, kas un kapēc tā notiek, tik turpina rūpēties un atveseļot mazuli."
12542,01.10.2024 15:07:29,User,12538.0,"Nu kāda tur cilvēce.... pārsvarā aitu bars un to cirpēji. Un tad ir salīdzinoši neliela daļiņa, kuri domā savādāk..."
12544,01.10.2024 15:18:46,User,,Vai tikai man tas izskatās  briesmīgi ?🥺
12546,01.10.2024 15:33:47,User,12544.0,Āpāc...
12547,01.10.2024 15:56:00,User,12524.0,"Met akmeni, kur vēlies.Atšķirībā no lielākās daļas plukatu bara(un nevajag apvainoties), tāds Tars un citi vismaz, kaut ko dara.Ko dariet Jūs? Raudiet par potenciālu iespējamību, ka Jūsu bērni tikt savakcinēti ar varu? 😅😁Ko Jūs kā māte iesāksiet? Gan jau, ka neko 🙈 Un tā jūs liela daļa ""aizsargājiet"" savus cilvēkus. Precīzāk - neaizsargājiet.Tāpat kā sargājiet sevi. Kad bija Covid - puse šeit esošo savakcinējās :) Un nevajag aizmirst, ka, ja piederi ganāmpulkam, tad ir jādara kā saimnieki jums liek.BET, ja tomēr šis ir ""pēdējais piliens"" - tad saņemieties. Neņaudiet. Neraudiet. Dariet.Aizstāviet savus bērnus ar savām dzīvībām. Jo pretējā gadījumā, kas jūs par vecākiem?Parādiet attieksmi."
12548,01.10.2024 16:06:19,User,12542.0,"Apmēram, tā...  Edgars Mednis un mēs - domubiedri esam tie 5%!"
12549,01.10.2024 16:15:03,User,12547.0,"Šo vēlos papildināt. Vairums sabiedrības cenšās iet ceļu, kurš ir mierīgiem instrumentiem kārtojams. Bet vai Jūs saprotiet, ka šie instrumenti esošai varai ir kaut kur humora kambarī. Noputējuši jūs un noputējuši jūsu instrumenti. To likumi, vara un spējas apēdīs katru mierīgā ceļa gājēju.Taču, visdrīzāk, mūsu latviešu mentalitāte ir baiļu pilna. Rīcībnespējīga. Pārdoties gribētāju un smiltīs galvu bāzēju mentalitāte. Un, kad šo lasiet, daļai no jums ir skaidrs, kas te rakstīts. ""Man ir BAIL un es nezinu, ko iesākt""Un tad pavisam cita atkāpe..Kur ir visi vecie cilvēki, kuru dzīves kopumā ir noslēgušās un kuri spētu nest upuri par tīrāku šeit palikušo sabiedrību?Kur ir visi neārstējamie, smagi slimie, kuri arī varētu nest upuri un atstāt šo zemi drošāku? Kur ir latviešu un krievu vīrieši, kuri spēj iestāties par sabiedrību, kurā dzīvo to tuvinieki?Bet labi :) es jums atgādināšu! Aitas ir aplokā un tas, ko darām šobrīd ir ""mēē-e-e-ē""! Un arī šoreiz, nevajag apvainoties.Ja variet, mainiet pasauli, ja nevariet, tad pārstājiet izlikties, ka, kaut ko dariet. Turpiniet blēt un dzīvojiet tik nost.Edgars Mednis ir drosmīgs cilvēks. Viņš nes upuri. Cīnās ar nezināmo. Kur ir pārējie līdzīgi domākošie mediķi? Jūs gribiet teikt, ka tikai Mednim ir ko teikt??KUR IR PĀRĒJIE?Un mēs visi zinām, kur!! Tiem ir bail. Bail par savu amatu. Bail par savu dzīvi un nākotni. Bail par ""sankcijām"" un represijām no varas puses.Latvijas mediķi ir lupatas. Bet otra daļa, apzināti cilvēku kaitnieki, kuri baidas sagraut savu ""ideālo"" karjeru. Mēsli. Punkts."
12550,01.10.2024 16:28:15,User,12549.0,Un kāpēc šim drosmīgajam cilvēkam bildes vietā ir ķeburs?
12551,01.10.2024 16:46:12,User,12544.0,"Man nepatīk slimnīcas kā tādas, bet vismaz pēc bildēm, liekas iekšā moderni un vismaz friši. Un dizains, manuprāt, bērniem patiks. Mēs, kā pieaugušie, to visu redzam caur citu prizmu, bet, grozies kā gribi, diemžēl bērni nonāk slimnīcās, un tomēr pienākot pie šādām dzīvnieku figūrām, bērniem varētu būt mazāk bail. Nezinu, man neliekas tik traki. Ne manā gaumē, bet, jo mazāk šo visu dzīvē redzēt, jo labāk."
12552,01.10.2024 16:47:54,User,12550.0,"Un tagad apskaidro drosmīgajam, ko par Tevi kā Telegram lietotāju pastāsta Tavs profils, kurā ir ievietota profila bilde?Vai Tu esi īstāka? Reālāka? Drošāka un uzticamāka kā drosmīgais ar ķeburu bildes vietā?Bet es nešaubos, ka aitām ir obligāta nepiecuešamība ievietot bildi.., jo tur taču ir rakstīts, ka jāpievieno bilde. Ir pat parādīts, kur to pievienot.Un tad nu Jūs cienītā Vallija, atradāt labāko, svaigāko bildi, kurā pati sev esiet pieņemam(daudz maz) un ielikāt :)Atklājot savu identitāti, vārdu, un ticu, ka, ja atvēršu Jūsu profilu, tad atradīšu vēl kādu personīgu/sensitīvu jūsu informāciju.Informāciju ar kuru interneta vidē GUDRI cilvēki nedalās.Būtu pat lekcija jānovada, ka Telegram ir vietne, kurā nedrīkst norādīt savu informāciju. Jo, tieši tas to padara īpašu.Bet atgriežoties pie Jūsu jautājuma :) Kas tieši iesāpējās, lasot manus augstāk sarakstītos tekstus?"
12553,01.10.2024 17:05:53,User,12540.0,"Tikai apdalīts unodalīts prāts rada konceptu par apdalītu un nodalītu Dievu.Bez Visuma Apziņas, jeb Dieva Absolūta, kas manifestējies ari blivajā matērijā, kā n-tie Piena Ceļi un Tējas Takas, te neviena cita nav un nebūs.😇😇Kosmiskā nakts beidzās 2012.gadā un jaunās enerģijas arvien vairāk palīdz cilvēkiem vieglāk uzmeditēties līdz advaitas pieredzēm.Ticība reliģijai arī ir kā rekonstruēta, renovēta ticiba un arī Jēzus esot teicis-  pēc jūsu ticības jums taps dots."
12556,01.10.2024 17:22:02,User,12547.0,"Covid afēras laikā mani Krastmalā aizturēja “jo pulcējos” , bet Jūs toreiz kaut kā nepamanīju 🤔 Kur Jūs bijāt, kā Jūs cīnījāties pret covid afēru, ka tagad mani izsmejiet."
12557,01.10.2024 17:25:25,User,12556.0,"Super lieliski pavadījāt laiku 😅 Tikai muļķi iet un bļaustās. Plakāts rokā un pievērš sev uzmanību. Mani praida gājienos neredzēsiet un tas ir fakts.Taču es redzu, ka nav saprasts mans augstāk rakstītais.Turpiniet izmantot instrumentus, kuri padara jūs par apsmieklu.Kad esiet gatavi reāli rīkoties, tad, lūdzu, nāciet klajā ar idejām."
12558,01.10.2024 17:27:30,User,12551.0,"Man ir galvenais jautājums, bez goliātiskā brieža un goliātiskās dzērves, ko zīdainis vai 2-3- 4 gadigs vispār neuztvers,  - abiem “asi priekšmeti” - vienam ragi, otram knābis, kam viņi gatavojas, kādu “mas” slimu bērnu pieplūdumu viņi “gatavo”?!"
12559,01.10.2024 17:36:25,User,12553.0,"Es biju narkomāns un alkoholiķis, vairākās reizes pie nāves. Ja Dzīvais Dievs neeksitētu, ticiet man, jūs nekad neizlasītu šos vardus. Ta kā, laipni lūgti uz nodarbibāmi 😉🤗☺️"
12560,01.10.2024 17:36:28,User,12556.0,"Atvainojos, tiešām nebiju redzējis kā Jūs stāviet ar karogu rokās. Ko Jūs tur darījāt? Aizbrauāt parakstīt protokolu? Kā ar šo palīdzējāt cīņā pret Covid? Interesanti jūsu darbības rīki :) Un es jūs neizsmeju. Aicinu nevienu NEIET mītiņos un protestos.Tas ir tāpat kā iet balsot par kādu partiju.Iztērēts laiks. Un beigu beigās, ja par kādu balsojiet, tas nozīmē, ka ar savu balsi apstipriniet, ka.""lūk, tie un tie cilvēki pār mani turpmākos gadus valdīs un regulēs vidi, kurā es dzīvoju. Es pakļaujos visām to darbībām"". Un tikai muļķi iet balsot. Tikai muļķi iet protestos. Un tikai muļķi uzdrošināsies pajautāt, - ""a, kā tā?"" Ja šo nesaprotiet, tad nesapratīsiet arī, ja tērēšu dzīvi, lai kādam apskaidrotu.Un saprotiet mani pareizi. Manā tekstā nav ne kripatas augstprātības vai iedomības."
12561,01.10.2024 18:15:58,User,12540.0,"Man nav dieva, es nevienu nepielūdzu, bet sava veida grūta dzīve ir visos laikos bijusi."
12562,01.10.2024 18:21:35,User,12559.0,"Tas biji Tu pats neviens cits, es sevi arī izvilku no daudz kā arā, tik bez dieva, pati visu pati! Es ieskaidroju sev, ko - kā - kas, tā ir sevis pārprogrammēšana."
12563,01.10.2024 18:28:52,User,12562.0,"Es biju panks, kurš inaid jebkuras autoritātes, baznīcu un kas ir ar to saistīts, bet vienā brīdi Dievs deva man jauno sirdi.  Bībele sauc to par piedzimšanu no augšienes. Tagad es mīlu cilvēkus un kalpoju Dievam un Viņa draudzei. Ticiet man, tas nav pārprogrammēšana. 😉☺️"
12564,01.10.2024 18:38:10,User,,‼️‼️🙏Palīdziet grozīt sabiedrisko domu zem FB postiem
12565,01.10.2024 19:16:12,User,,"kad ""zāļu baristas"" Latvijā par daudz saradušās"
12566,01.10.2024 19:24:49,User,12559.0,"Latvju dainās mūsu senči visur un itvisā saskatīja Dieva izpausmi, i rasas lāsē, i ābeles ziedā.. Turpretī jūdakristietībā Dievs Jahve ( viens no 77 Eļa dēliem, ir vēl tāds alus Eļ sauc par vergiem, lopiem..."
12568,01.10.2024 19:42:08,User,12526.0,"Cienījamie domu biedri! Lūdzu,  izbeidzam diskusiju kurš kam tic. Tā ir katra ļoti personiska lieta un pārliecināt vienam otru nebūtu ētiski, jo pārliecināt nevienu nav iespējams šādā sarakstē.Šī grupa ir domāta, lai mēs apvienotos un aizsargātu ģimenes un bērnus pret kaitnieciskās darbībām."
12569,01.10.2024 19:44:45,User,12568.0,"Jā, kaut kas te mazliet ir aizgājis greizi."
12570,01.10.2024 19:57:43,User,12568.0,"Pilnīgi piekrītu. Šī nav domstarpību grupa. Mums ir vienas domas, cerības par mums un mūsu bērniem. Ja kaitniecība notiek apzināti, tad dakteri tā ir jānobloķē."
12571,01.10.2024 20:00:41,User,12533.0,"Labi būtu,ja vēl varētu saprast par ko viņš raksta."
12573,01.10.2024 20:17:39,User,,
12574,01.10.2024 20:20:09,User,,BKUS bērniem bīstama vide
12576,01.10.2024 20:23:19,User,,Šovakar Panorāmā  būs Hosams par jaunumiem veselības aprūpē un arī par tā saucamo difterijas jautājumu.
12578,01.10.2024 20:48:42,User,,"Nu re, Hosams saka, ka iespējams iestrādās likumā blakus atteikuma iespējai, ka slimības gadījumā vecākiem būs kriminālatbildība."
12579,01.10.2024 20:55:14,User,,"Tas pats Abu Meri atbalsta kriminālprocesa ierosināšanu pret BKUS, jo katram vecākam ir tiesības vērsties ar sūdzību un izmeklēt visus notikumus. 🙂"
12580,01.10.2024 20:57:11,User,12559.0,"Negribi iedzert? 😁Labi, sorry. 🙈 Malacis, ka nedzer. Bet Dievs ir Tevī. Arī manī. Es pats esmu Dievs. Un arī Tu esi Dievs!Bet, es Tevi saprotu 😁 Tu vienkārši netici pats sev. Netici tik ļooooti, ka nepieļauj pat mazāko iespēju, ka tas biji tieši Tu, kurš ""izrāpās"" no bedres.Tikai Tavs prāta stāvoklis ļāva Tev ieslēgt pašsaglabāšanos. Un, visticamāk, Tu dzīvē neesi viens. Un tas ir labi. Bet tici sev. Tu vairs nekļūdīsies. Drīkst baudīt dzīvi."
12581,01.10.2024 20:58:47,User,12578.0,"Interesanti, kas ir noticis...  Tik ļoti bija ieskrējušies jau.. un nu sāk kaut ko rāpties atpakaļ ar savām gestapo idejām"
12582,01.10.2024 21:02:00,User,12581.0,"Jā, klausījos un uzklausījās ""mīkstāk"". Bet...bāriņtiesas iesaistīs. Varu pateikt vienu, bāriņtiesas par šādu papildus nepatīkamu pakalpojumu noteikti nav sajūsmā. It īpaši, ja kāda BT strādājoša māmiņa neatbalsta šo procesu Tas nav viennozīmīgi. Tur būs arī iešana prom no darba BT."
12583,01.10.2024 21:03:12,User,,
12584,01.10.2024 21:03:55,User,12579.0,"Principā AR ŠO izies cauri un noklusinās. Kampaņa neizdevās, bet visu acis novērst no lidojošu dronu tēmām un citām valsts problēmām - izdevās gan."
12585,01.10.2024 21:07:03,User,12584.0,"Vairāk to redzu kā PVO Eiropas totālu imunizāciju 2030 , ļoiti daudz info par to. Un, protams, jauno vakcinācijas karšu ieviešana. Bet, jà, pie reizes apklusa citi skaļie procesi."
12586,01.10.2024 21:11:00,User,12578.0,Tātad viņs aicina nepotētā bērna vecākus katru reizi piedomāt- griezties pie ārsta saslimšanas gadījumā vai nē?😏 a ja nu kāda īpašā slimība noķerta un spīd cietums? Tātad jāvakcinē bērns lai saslimšanas gadījumā netikt cietumā?? Tad bērnu vakcinē lai viņš nesaslimtu vai lai vecāki netiktu cietumā?🤔 Sanāk ka viņi publiski atzīst- mēs nespējam paskaidrot un pierādīt vakcīnu vajadzību vecāku viedokļa maiņai- tātad draudēsim ar cietumu🤦‍♀️🤦‍♀️🤦‍♀️
12587,01.10.2024 21:23:33,User,12570.0,"Paldies par iespēju izteikties un piedāvāt jums šo lietu. Pēdējā lieta ko teikšu un tad aiztaisīšu muti ciet.Šinī lieta - pretoties ļaunajiem spēkiem, kuri grib iznicināt cilvēku nav iespējams, ja nu vienīgi ar Dieva palīdzību, jo viss ir Viņā visuvarenā rokā un tikai ar ticību un patiesu lūgšanu caur Jēzu Kristu to ir iespējams pārvarēt.Es saprotu, ka nevienu nevar pārliecināt ar vārdiem, it sevišķi online chatā, bet gan pievērst uzmanību, lai mēs meklētu Viņu un dot cilvēkiem to iespēju, kā kristietim, ir mans uzdevums. Vēlreiz, paldies!"
12588,01.10.2024 21:23:48,User,,"Vēl viņš iesmēja par kovidvakcīnām, ka to dēļ cilvēki vairs netic vakcinācijai"
12589,01.10.2024 21:33:27,User,,"Nekadu virusu vispar nav! Vai varetu ta but?Informacija ir ista, jo uzreiz tika uzlikta zime ""false information""..."
12590,01.10.2024 21:37:49,User,,"Un jautājumā par dakteri Hosams atkal līferēja un pateica, ka uzticās LĀB lēmumam🙂"
12591,01.10.2024 21:38:37,User,12588.0,"Jā, stāvam pie tuvinieku kapu kopiņām un smejamies.. būtu labāk lasījies uz savu Libānu tēvzemi aizstāvēt."
12592,01.10.2024 21:43:13,User,12591.0,"Jā, es tieši padomāju- viņam smiekli nāk, bet citiem tā bija traģēdija. Un par Libānu runāja pašā sākumā, kur teica, ka mirst daudz sieviešu un bērnu no Izraēlas uzlidojumiem. Bet redz šī tēma ir slidena, lai viņš par to runātu.  LV tak atbalsta Izraēlu, kura jau ir nolīdzinājusi ar zemi Gazu"
12593,01.10.2024 21:44:10,User,,
12594,01.10.2024 21:53:42,User,,"sižets, no laikiem pirms liktenīgā 2020..gada, kad TV bija ar tautu."
12595,01.10.2024 21:54:08,User,12557.0,F*ck Off citādi nobloķēšu
12596,01.10.2024 22:01:17,User,12595.0,"""Nobloķēsi""? Kur? 😁 Bet prieks, ka saprati, ka nodarbojies ar pilnīgu sviestu. Jo, ja nē, tad pastāsti visiem, ko Tu panāci ar savu karogu Krastenē? 🤔🤭"
12597,01.10.2024 22:03:18,User,12586.0,"Tātad viņš iesaka, ka var atteikties, bet, ja bērns ar to slimību saslimst, tad kriminālprocess. Bet, ja bērns vakcinēts un smagas blaknes, kuram tad ir kriminālprocess?"
12598,01.10.2024 22:08:52,User,,
12600,01.10.2024 22:44:23,Edgars Mednis,12596.0,"Lūdzu ievērojam pieklājību. Mums ir jāapvienojas, nevis jāšķeļas."
12601,01.10.2024 23:24:43,User,,"Aha, tas nozīmē, ja aizdomīgas pumpas, sapampis kakls, tātad pie ārsta bērnus labāk nevedīsim, ļoti laba loģika sabiedrības veselības veicināšanai :D"
12602,02.10.2024 00:57:55,User,12527.0,Kas ir s.č.? 🙈🧐
12603,02.10.2024 05:12:21,User,12602.0,💩
12604,02.10.2024 08:11:54,User,,"Billy Six am 01.10.2024 um 19:20 Uhr auf Twitter/X:""Der Pharma- und Biotech-Konzern Novartis hatte sich bei der Entwicklung von Corona-Impfstoffen im Hintergrund gehalten - als Partner von „Pfizer“ u. a.Dokumente eines Mitarbeiters belegen, dass man aber spätestens seit 2014 auf Corona zugearbeitet hat.""Link zu seinem Video auf Youtube:  auch gerne unseren Kanal:"
12609,02.10.2024 09:11:06,User,,
12610,02.10.2024 09:13:43,User,12526.0,"Vienkārši bloķējiet un reportējiet tos, kas izsmej citu nelaimi un ciešanas."
12611,02.10.2024 09:26:09,User,12610.0,"Arī tos, kas apzināti piemēslo saraksti ar nevajadzīgiem video."
12612,02.10.2024 09:26:51,User,12526.0,Kurš ir nevajadzīgs video?
12613,02.10.2024 10:22:15,User,12526.0,"Labrīt! -Es jau domāju, ka vakcinācijas aptvere ir dramatiski kritusies pēc covid afēras, kas ir iemesls šībrīža teroram pret ģimeni un tieksmēm mainīt LV likumus, c afēra, kas daudziem deva iespēju atvērt acis. 500 jaundzimušo vispār neesot vakcinēti, tas ir apmēram 1/3 no visiem jaundzimušajiem gadā. ZA viceprezidents Andrejs Ērglis “aicinot atņemt vecākiem izvēles tiesības saistībā uz bērnu vakcināciju” - Dr Mengele, vienvārdsakot, bet Anita Daukšte tēlo “koncentrācijas nometnes”  “uzraugu”, lai “lietas” bīdītos uz priekšu Links FB tiek kuri vēlas atbalstīt ģimeni un ir pret fashisma atdzimšanu Latvijā"
12616,02.10.2024 10:43:44,User,12526.0,Njā .. “veselības propaogandetaja” … suni pārbarojusi… Kā tautā  saka: “suns jau pats ledusskapi nevar atvērt” 😬
12618,02.10.2024 10:56:09,Edgars Mednis,12616.0,"Kinologi saka, ka saimnieks suni izvēlas pēc savas iekšējās būtības."
12619,02.10.2024 12:23:09,User,,
12621,02.10.2024 12:28:58,User,,
